title,start_date,end_date,place,cast,runtime,age,tickets,story,genre,prstate,time
윌리엄과 윌리엄의 윌리엄들,2023.03.08,2023.05.28,2023.05.28,"김수용, 원종환, 이경수, 주민진, 김지철, 황휘, 임규형 등",1시간 40분,만 11세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)"
지저스 크라이스트 수퍼스타 50주년 기념 한국 공연 [안동],2023.03.04,2023.03.05,2023.03.05,"임태경, 한지상, 윤형렬, 백형훈, 서은광, 김보경, 장은아 등",2시간 15분,만 7세 이상,"VIP석 150,000원, R석 120,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(14:00,18:30)"
오페라의 유령 [부산],2023.03.25,2023.06.18,2023.06.18,"조승우, 김주택, 전동석, 손지수, 송은혜, 송원근, 황건하 등",2시간 30분,만 7세 이상,"VIP석 190,000원, R석 160,000원, S석 130,000원, A석 90,000원, B석 70,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,19:00), HOL(14:00,19:00)"
캣츠 오리지널 내한 [대구],2023.03.31,2023.04.08,2023.04.08,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜 레빅, 이안 존 버그, 페트라 일스 담, 키안 휴스, 타린 도나 등",2시간 40분,만 7세 이상,"VIP석 170,000원, 젤리클석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
보이체크 인 더 다크,2023.02.07,2023.04.30,2023.04.30,"강정우, 윤승우, 최우리, 신의정, 김이후, 조현우, 송광일 등",1시간 40분,만 13세 이상,"R석 77,000원, S석 55,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
일라이,2023.02.10,2023.04.30,2023.04.30,"유태율, 기세중, 노윤, 배나라, 홍승안, 박좌헌, 이서영 등",2시간 30분,만 15세 이상,"R석 88,000원, S석 66,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(15:30,20:00), 목요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)"
최고다 호기심딱지 [대구],2023.03.18,2023.03.19,2023.03.19,"김원구, 박이안, 임재은, 김류하, 장효상, 이수민, 임연희 등",1시간 10분,36개월 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
최고다 호기심딱지 [안양],2023.04.22,2023.04.23,2023.04.23,"김원구, 박이안, 임재은, 김류하, 장효상, 이수민, 임연희 등",1시간 10분,36개월 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
드라큘라 [대구],2023.02.17,2023.02.19,2023.02.19,"신성우, 안재욱, 정동하, 김진환, 유승우, 이병찬, 김법래 등",2시간 30분,만 13세 이상,"VIP석 150,000원, R석 130,000원, S석 110,000원, A석 90,000원, B석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,18:00)"
식스 더 뮤지컬 (내한),2023.03.10,2023.03.26,2023.03.26,"클로이 하트, 제니퍼 콜드웰, 케이시 알-쉐크시, 제시카 나일즈, 레베카 위크스, 알라나 마리아 로빈슨, 그레이스 멜빌 등",1시간 20분,만 13세 이상,"VIP석 140,000원, R석 120,000원, S석 100,000원, A석 70,000원",@DataType:Clob,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00)"
지저스 크라이스트 수퍼스타 50주년 기념 한국 공연 [익산],2023.02.18,2023.02.19,2023.02.19,"마이클리, 임태경, 한지상, 윤형렬, 백형훈, 김보경, 장은아 등",2시간 15분,만 7세 이상,"VIP석 150,000원, R석 120,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"토요일(14:00,18:30), 일요일(14:00)"
맘마미아!,2023.03.24,2023.06.25,2023.06.25,"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 김경선 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 100,000원, A석 70,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
번개맨: 우주최강 번개삼총사 [전주],2023.03.04,2023.03.05,2023.03.05,"허만, 이승리, 최하늘, 이유영, 유한비, 문윤상, 조미선 등",1시간 5분,24개월 이상,"R석 66,000원, S석 33,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
번개맨: 우주최강 번개삼총사 [안양],2023.02.18,2023.02.19,2023.02.19,"허만, 이승리, 최하늘, 이유영, 유한비, 문윤상, 조미선 등",1시간 5분,24개월 이상,"R석 66,000원, S석 33,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
브로드웨이 42번가 [수원],2023.03.17,2023.03.19,2023.03.19,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"VIP석 140,000원, R석 120,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
브로드웨이 42번가 [전주],2023.03.24,2023.03.26,2023.03.26,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"VIP석 140,000원, R석 120,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
브로드웨이 42번가 [진주],2023.03.10,2023.03.12,2023.03.12,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"VIP석 140,000원, R석 120,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
브로드웨이 42번가 [천안],2023.03.03,2023.03.05,2023.03.05,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"VIP석 140,000원, R석 120,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
앨리스,2023.01.28,2023.02.26,2023.02.26,"이휴, 조치현, 박영수, 박건, 신진경, 손지애, 김방언 등",1시간 40분,만 7세 이상,"R석 50,000원, 시야제한석 30,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
"실비아, 살다",2023.02.11,2023.04.16,2023.04.16,"주다온, 박란주, 이수정, 이지숙, 고은영, 문지수, 김세환 등",1시간 55분,만 13세 이상,"R석 60,000원, S석 50,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)"
천년의 불꽃 김유신 [대구],2023.01.14,2023.01.15,2023.01.15,"서도진, 정명자, 김여진, 신민호, 문지수, 양동혁, 김경현 등",2시간 20분,만 8세 이상,"VIP석 110,000원, R석 90,000원, S석 50,000원, A석 30,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(14:30,19:30)"
최고다호기심딱지 [하남],2023.02.18,2023.02.19,2023.02.19,"박이안, 김원구, 장효상, 임재은, 김류하, 임연희, 이수민 등",1시간 10분,36개월 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
최고다호기심딱지 [고양],2023.02.04,2023.02.05,2023.02.05,"박이안, 김원구, 장효상, 임재은, 김류하, 임연희, 이수민 등",1시간 10분,36개월 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
지저스 크라이스트 수퍼스타 50주년 기념 한국 공연 [성남],2023.02.25,2023.02.26,2023.02.26,"마이클리, 임태경, 한지상, 윤형렬, 백형훈, 서은광, 김보경 등",2시간 15분,만 7세 이상,"VIP석 150,000원, R석 120,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(14:00,18:30)"
틀려도 괜찮아 [원주],2023.03.04,2023.03.05,2023.03.05,"김다솔, 송주리, 이정주, 전승우, 정민, 박선주 등",1시간 5분,24개월 이상,"R석 60,000원, S석 50,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:00)"
지저스 크라이스트 수퍼스타 50주년 기념 한국 공연 [부산],2023.02.03,2023.02.05,2023.02.05,"마이클리, 임태경, 한지상, 윤형렬, 백형훈, 서은광, 김보경 등",2시간 15분,만 7세 이상,"VIP석 150,000원, R석 120,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"금요일(15:00,19:30), 토요일(14:00,18:30), 일요일(14:00)"
지저스 크라이스트 수퍼스타 50주년 기념 한국 공연 [수원],2023.02.11,2023.02.12,2023.02.12,"마이클리, 임태경, 한지상, 윤형렬, 백형훈, 서은광, 김보경 등",2시간 15분,만 7세 이상,"VIP석 150,000원, R석 120,000원, S석 80,000원, A석 60,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(14:00,18:30)"
브로드웨이 42번가 [대구],2023.02.24,2023.02.26,2023.02.26,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"VIP석 140,000원, R석 120,000원, S석 100,000원, A석 80,000원, B석 60,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
브로드웨이 42번가 [창원],2023.02.17,2023.02.19,2023.02.19,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"R석 140,000원, OP석 140,000원, S석 120,000원, A석 90,000원, B석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
브로드웨이 42번가 [고양],2023.02.10,2023.02.12,2023.02.12,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"VIP석 140,000원, R석 120,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
틀려도 괜찮아 [청주],2023.03.11,2023.03.12,2023.03.12,"김다솔, 송주리, 이정주, 전승우, 정민, 박선주 등",1시간 5분,24개월 이상,"R석 60,000원, S석 50,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:00), 일요일(11:00,13:30,15:30)"
틀려도 괜찮아 [안산],2023.03.18,2023.03.19,2023.03.19,"김다솔, 송주리, 이정주, 전승우, 정민, 박선주 등",1시간 5분,24개월 이상,"R석 60,000원, S석 50,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)"
틀려도 괜찮아 [익산],2023.03.25,2023.03.26,2023.03.26,"김다솔, 송주리, 이정주, 전승우, 정민, 박선주 등",1시간 5분,24개월 이상,"R석 60,000원, S석 50,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00)"
다이스,2023.02.03,2023.03.05,2023.03.05,"황민수, 황두현, 이상아, 안창용, 문경초, 김지훈, 김보근 등",1시간 50분,만 10세 이상,"R석 55,000원, S석 35,000원",,뮤지컬,공연완료,"화요일 ~ 목요일(20:00), 금요일(16:00,20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
미드나잇: 앤틀러스,2023.01.31,2023.04.23,2023.04.23,"박민성, 고상호, 김려원, 류제윤, 노희찬, 정욱진, 전성민 등",1시간 30분,만 13세 이상,"R석 66,000원, 앤틀러스석 55,000원, 비지터석 50,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(15:00,18:30), 토요일 ~ HOL(15:00,18:30)"
캐리TV 러브콘서트 KPOP [하남],2023.03.18,2023.03.19,2023.03.19,"김은아, 박지원, 조소빈, 서재혁, 신동혁, 하동희, 박건우 등",1시간 10분,24개월 이상,"VIP석 66,000원, R석 55,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
캐리TV 러브콘서트 KPOP [제주],2023.03.25,2023.03.26,2023.03.26,"김은아, 박지원, 조소빈, 서재혁, 신동혁, 하동희, 박건우 등",1시간 10분,24개월 이상,"VIP석 66,000원, R석 55,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
캐리TV 러브콘서트: KPOP [울산],2023.03.11,2023.03.12,2023.03.12,"김은아, 박지원, 조소빈, 서재혁, 신동혁, 하동희, 박건우 등",1시간 10분,24개월 이상,"VIP석 66,000원, R석 55,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
캐리TV 러브콘서트: KPOP [부산(앵콜)],2023.02.18,2023.02.19,2023.02.19,"김은아, 박지원, 조소빈, 서재혁, 신동혁, 하동희, 박건우 등",1시간 10분,24개월 이상,"VIP석 66,000원, R석 55,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
루쓰,2023.03.05,2023.04.02,2023.04.02,"정지아, 김다현, 이지훈, 김현숙, 엄태리, 박인배, 강동우 등",2시간 30분,만 7세 이상,"VIP석 150,000원, R석 130,000원, OP석 110,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:30,19:30), 목요일(19:30), 금요일(14:30,19:30), 토요일(14:30,19:00), 일요일(15:00)"
최고다호기심딱지 [경기 광주],2023.01.07,2023.01.08,2023.01.08,"박이안, 김원구, 장효상, 임재은, 김류하, 임연희, 이수민 등",1시간 10분,36개월 이상,"R석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:40), 일요일(11:00,14:00)"
틀려도 괜찮아 [군포],2023.02.18,2023.02.19,2023.02.19,"김다솔, 서가영, 송주리, 전승우, 심시원, 정민, 구윤희 등",1시간 5분,24개월 이상,"R석 60,000원, S석 50,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)"
한국사 대모험 [서울],2023.01.21,2023.02.26,2023.02.26,"신동해, 김승현, 배다빈, 김현희, 이상민, 이우진, 정일현 등",1시간 10분,36개월 이상,"VIP석 77,000원, R석 66,000원, S석 44,000원, A석 22,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(11:00,14:00), 토요일(11:00,14:00,16:30), 일요일(14:00,16:30), HOL(11:00,14:00,16:30)"
청춘소음,2023.01.01,2023.02.26,2023.02.26,"김이담, 정욱진,이휘종, 김민성, 김승용, 김청아,",1시간 50분,만 7세 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"월요일 ~ 금요일(20:00), 일요일(18:00)"
드라큘라 [부산],2023.02.10,2023.02.12,2023.02.12,"신성우, 안재욱, 정덩하, 유승우, 이병찬, 김법래, 이건명 등",2시간 30분,만 13세 이상,"VIP석 150,000원, OP석 140,000원, R석 130,000원, S석 100,000원, A석 80,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,18:00)"
서편제 [대전],2023.01.13,2023.01.15,2023.01.15,"이자람, 창지연, 송원근, 김준수, 송용진, 남경주, 서범석 등",2시간 35분,만 7세 이상,"VIP석 132,000원, R석 121,000원, S석 99,000원, A석 66,000원, B석 55,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00,19:30), 일요일(14:00)"
서편제 [천안],2023.01.07,2023.01.08,2023.01.08,"양지은, 차지연, 이자람, 송용진, 송원근, 김준수, 남경주 등",2시간 35분,만 7세 이상,"VIP석 132,000원, R석 121,000원, S석 99,000원, A석 66,000원, B석 55,000원",,뮤지컬,공연완료,"토요일(15:00,19:30), 일요일(14:00,18:30)"
브로드웨이 42번가 [부산],2023.02.03,2023.02.05,2023.02.05,"송일국, 이종혁, 정영주, 배해선, 신영숙, 전수경, 홍지민 등",2시간 40분,만 7세 이상,"R석 140,000원, OP석 130,000원, S석 100,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
로빈,2023.01.09,2023.04.09,2023.04.09,"최재웅, 최미소, 조성태, 연지현, 정현지, 김종구, 윤현선 등",1시간 40분,만 7세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
소크라테스 패러독스,2022.12.14,2023.02.26,2023.02.26,"양동근, 유성재, 정민, 황민수, 장현동, 이여진, 김하연 등",1시간 20분,만 7세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00)"
스노우데이,2023.01.07,2023.03.05,2023.03.05,"이자영, 김나희, 김보현, 김진철, 송상섭 등",1시간 10분,24개월 이상,"VIP석 77,000원, R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(11:00,14:00)"
엘사의 생일파티 [수원],2023.02.11,2023.02.12,2023.02.12,"김다솔, 서가영, 표윤호, 전승우, 송주리, 고승미, 구윤희 등",1시간,24개월 이상,"R석 44,000원, S석 33,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)"
베토벤: Beethoven Secret,2023.01.12,2023.03.26,2023.03.26,"박효신, 박은태, 조정은, 옥주현, 윤공주, 이해준, 윤소호",,만 7세 이상,"R석 170,000원, S석 140,000원, A석 110,000원, B석 80,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:30,19:30), 목요일(19:30), 금요일 ~ 토요일(14:30,19:30), 일요일(15:00)"
최고다 호기심딱지 [청주],2022.12.31,2023.01.01,2023.01.01,"박이안, 김원구, 장효상, 임재은, 김류하, 임연희, 이수민 등",1시간 10분,36개월 이상,"R석 66,000원, S석 55,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
루드윅: 베토벤 더 피아노 [서울],2022.12.20,2023.03.12,2023.03.12,"김주호, 박민성, 백인태, 김준영, 정재환, 조훈, 임세준 등",1시간 50분,만 10세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
종의 기원,2022.12.18,2023.03.05,2023.03.05,"유승현, 박규원, 기세중, 백동현, 박상혁, 하동연, 박선영 등",1시간 30분,만 13세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00)"
캣츠 오리지널 내한 [서울],2023.01.20,2023.03.12,2023.03.12,"사베리오 페스쿠치, 브래들리 델라로스벨, 매튜레빅, 이안 존 버그, 페트라 일스 담, 시안 휴스, 타린 도나 등",2시간 40분,만 7세 이상,"VIP석 170,000원, 젤리클석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 60,000원",,뮤지컬,공연완료,"화요일(19:30), 목요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,19:00), HOL(14:00,19:00)"
